"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:26 CST 2020","145","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-795365514]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:24 CST 2020","Thu Mar 19 12:06:25 CST 2020","954","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingUser[userId=-manager2564-id为曹林]","
        钉钉——获取用户详情
        :return:
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","97","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-7953655071]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","107","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-795365524]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","172","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-224110056]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","200","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365510]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","99","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-7953655070]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","110","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingUser[userId=-06130487-userId错误]","
        钉钉——获取用户详情
        :return:
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","180","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-242044930]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","128","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365524]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:28 CST 2020","90","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingGetUserLeader[userId=-06130487-userId错误]","
        钉钉-获取用户上级详情
        "
"passed","Thu Mar 19 12:06:29 CST 2020","Thu Mar 19 12:06:29 CST 2020","192","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-江苏战区]","
        钉钉-获取部门下所有员工
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","178","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365517]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","151","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365512]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","137","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-911240948]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","130","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingDeptMember[deptId=-222994918]","
        钉钉-获取部门下用户列表
        "
"passed","Thu Mar 19 12:06:29 CST 2020","Thu Mar 19 12:06:29 CST 2020","126","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-福建战区]","
        钉钉-获取部门下所有员工
        "
"passed","Thu Mar 19 12:06:29 CST 2020","Thu Mar 19 12:06:29 CST 2020","142","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-杭州战营2]","
        钉钉-获取部门下所有员工
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","101","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingDeptMember[deptId=-242358873]","
        钉钉-获取部门下用户列表
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:27 CST 2020","176","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-795365512]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","167","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-240730909]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","160","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-241951934]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","198","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365520]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:27 CST 2020","189","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365509]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","186","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-241974895]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:32 CST 2020","Thu Mar 19 12:06:32 CST 2020","88","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptList[userId=--userId为空]","
        钉钉-获取当前登录人部门列表
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","185","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365514]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:28 CST 2020","Thu Mar 19 12:06:28 CST 2020","92","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingGetUserLeader[userId=-abc-userId错误]","
        钉钉-获取用户上级详情
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","199","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-241754918]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","191","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-795365527]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","182","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-795365525]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:28 CST 2020","Thu Mar 19 12:06:28 CST 2020","87","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingUserList[userId=-06130487-userId错误]","
        钉钉-获取当前用户下所有员工
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","130","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365508]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","207","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-795365516]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","184","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-795365525]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","115","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-911587957]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","191","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-795365510]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:26 CST 2020","152","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingDeptMember[deptId=-241295858]","
        钉钉-获取部门下用户列表
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","79","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingUser[userId=-abc-userId错误]","
        钉钉——获取用户详情
        :return:
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","178","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingDeptMember[deptId=-241754918]","
        钉钉-获取部门下用户列表
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","117","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-241141885]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","110","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptDetail[deptId=-241295858]","
        钉钉-获取部门详情
        "
"passed","Thu Mar 19 12:06:27 CST 2020","Thu Mar 19 12:06:27 CST 2020","178","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleDetail[roleId=-941504101]","
        钉钉-获取角色详情
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","138","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-dasdasda]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","192","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_post_user_dingDingRoleStaffList[roleId=-879471193]","
        钉钉-获取角色下员工列表
        "
"passed","Thu Mar 19 12:06:32 CST 2020","Thu Mar 19 12:06:32 CST 2020","84","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-]","
        钉钉-获取部门下所有员工
        "
"passed","Thu Mar 19 12:06:31 CST 2020","Thu Mar 19 12:06:32 CST 2020","308","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-东部军区]","
        钉钉-获取部门下所有员工
        "
"passed","Thu Mar 19 12:06:24 CST 2020","Thu Mar 19 12:06:25 CST 2020","940","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDept","
        钉钉——获取部门列表
        :return:
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","93","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingDeptMember[deptId=-236295909]","
        钉钉-获取部门下用户列表
        "
"passed","Thu Mar 19 12:06:26 CST 2020","Thu Mar 19 12:06:26 CST 2020","96","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingDeptMember[deptId=-242030847]","
        钉钉-获取部门下用户列表
        "
"passed","Thu Mar 19 12:06:33 CST 2020","Thu Mar 19 12:06:33 CST 2020","118","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-工作组]","
        钉钉-获取部门下所有员工
        "
"passed","Thu Mar 19 12:06:28 CST 2020","Thu Mar 19 12:06:31 CST 2020","3479","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingUserList[userId=-120048633333525706-id为蔡延伟]","
        钉钉-获取当前用户下所有员工
        "
"passed","Thu Mar 19 12:06:25 CST 2020","Thu Mar 19 12:06:25 CST 2020","92","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dindDingDeptMember[deptId=-240405944]","
        钉钉-获取部门下用户列表
        "
"passed","Thu Mar 19 12:06:30 CST 2020","Thu Mar 19 12:06:30 CST 2020","146","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-杭州战营工作组2]","
        钉钉-获取部门下所有员工
        "
"passed","Thu Mar 19 12:06:28 CST 2020","Thu Mar 19 12:06:29 CST 2020","1506","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingUserList[userId=-133744432730233274-id为石城榕]","
        钉钉-获取当前用户下所有员工
        "
"passed","Thu Mar 19 12:06:29 CST 2020","Thu Mar 19 12:06:30 CST 2020","409","TestSuite.im_select_dept_role","test_select_dept_role","Test_case","","","test_get_user_dingDingDeptUserList[deptName=-杭州战团]","
        钉钉-获取部门下所有员工
        "
